,category_id,description,category_path
0,334,"pacific natural foods organic unsweetened almond beverage, original, 32 ounce boxes (pack of 12)",Grocery & Gourmet Food > Beverages > Other
1,334,apple cider (brand may vary) fresh 1/2 gal,Grocery & Gourmet Food > Beverages > Other
2,334,"califia farms almondmilk, creamy original, 48 oz",Grocery & Gourmet Food > Beverages > Other
3,334,shoprite unsweetened almond mil - 64.00 fl oz,Grocery & Gourmet Food > Beverages > Other
4,334,pure leaf organic wild blackberr - 14.00 fl oz,Grocery & Gourmet Food > Beverages > Other
5,334,shoprite almondmilk - original - 32.00 fl oz,Grocery & Gourmet Food > Beverages > Other
6,334,"pacific natural foods organic oat beverage, original, 32 ounce boxes (pack of 12)",Grocery & Gourmet Food > Beverages > Other
7,334,apple cider (brand may vary) fresh 1 gal,Grocery & Gourmet Food > Beverages > Other
8,334,"califia farms, almondmilk, unsweetened, 48 oz",Grocery & Gourmet Food > Beverages > Other
9,334,pure leaf organic fuji apple and - 14.00 fl oz,Grocery & Gourmet Food > Beverages > Other
