,category_id,description,category_path
0,306,iphone 6s case spigen extreme protection tough armor case for apple iphone 6 iphone 6s gunmetal,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
1,306,universal 3 in 1 camera lens kit for smart phones including iphone samsung galaxy htc motorola and more tablets ipad and laptops includes one,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
2,306,iphone 6s plus screen protector tech armor apple iphone 6 plus 55 inch only hd clear ballistic glass maximize resale value max clarity touch,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
3,306,iphone 6s case scratch resistant iblason clear halo series also fit apple iphone 6 case 6s 47 inch hybrid bumper case cover clear,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
4,306,iphone 6s plus case,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
5,306,iphone 6s plus screen,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
6,306,"iphone 6s case,iphone 6",Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
7,306,iphone 6s case spigen ultra hybrid air cushion crystal clear clear back panel tpu bumper for iphone 6 6s crystal clear sgp11598,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
8,306,Galaxy s6 Edge Plus Case,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
9,306,galaxy s6 edge + case,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
10,306,iphone 6s case jetech apple iphone 66s case shockabsorption bumper and antiscratch clear back for iphone 6s iphone 6 47 inch,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
11,306,"iPhone 6 Case, Spigen [HEAVY DUTY] Tough Armor Case for iPhone 6 (4.7-Inch) - Gunmetal (SGP11022)",Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
12,306,iphone 6s plus screen protector spigen iphone 6 plus 6s plus 3d touch compatible tempered glass most durable easyinstall wings rounded edge,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
13,306,"iphone 6s plus case,iphone",Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
14,306,"iPhone 6S case, Caseology",Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
15,306,"wacom intuos pen and touch, small tablet",Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
16,306,iphone 6s case spigen ultra hybrid air cushion rose crystal clear back panel tpu bumper for iphone 6 6s rose crystal sgp11722,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
17,306,iphone 6s case spigen thin fit exactfit black premium matte finish hard case for iphone 6s 2015 iphone 6 2014 black sgp11592,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
18,306,ipad pro silicone case charcoal gray,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
19,306,iphone 6s screen protector spigen iphone 6 6s glass screen protector 3d touch compatible tempered glass most durableeasyinstall wings rounded,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
20,306,3 pcs aqua blueblackred capacitive stylusstyli touch screen cellphone tablet pen for iphone 4 4s 3 3gs ipod touch ipad 2 motorola xoom samsung gal,Electronics & Accessories > Telephones & Mobiles > Mobile Phone Accessories
