,category_id,description,category_path
0,318,PlayStation 4 White Console Destiny Bundle,Electronics & Accessories > Video Games > Console Systems
1,318,Microsoft Xbox One Kinect Sensor Bar (Certified Refurbished),Electronics & Accessories > Video Games > Console Systems
2,318,Nintendo 2DS Handheld System with Mario Kart 7 - Electric Blue by Nintendo 2ds - Blue W/Mario Kart 7,Electronics & Accessories > Video Games > Console Systems
3,318,atari atgames flashback 5 retro game console,Electronics & Accessories > Video Games > Console Systems
4,318,Atari Flashback 5 Classic Game Console 92 Built-in Games,Electronics & Accessories > Video Games > Console Systems
5,318,Xbox One 1TB Console - 3 Games Bundle (Gears of War: Ultimate Edition + Rare Replay + Ori and the Blind Forest),Electronics & Accessories > Video Games > Console Systems
6,318,Nintendo 3DS XL Super Mario Bros 2 Limited Edition,Electronics & Accessories > Video Games > Console Systems
7,318,nintendo wii u mario kart 8 deluxe set,Electronics & Accessories > Video Games > Console Systems
8,318,500GB PlayStation 4 Console - The Last of Us Remastered Bundle,Electronics & Accessories > Video Games > Console Systems
9,318,PlayStation 4 500GB Console - Star Wars Battlefront Bundle + $50 Gift Card,Electronics & Accessories > Video Games > Console Systems
10,318,nintendo wii u deluxe set: super mario 3d world and nintendo land bundle - black,Electronics & Accessories > Video Games > Console Systems
11,318,ps3 500 gb assassin's creed iii bundle,Electronics & Accessories > Video Games > Console Systems
12,318,PS4 500GB Console Bundle,Electronics & Accessories > Video Games > Console Systems
13,318,xbox one limited edition call of duty: advanced warfare bundle,Electronics & Accessories > Video Games > Console Systems
14,318,nintendo wii u 32gb mario,Electronics & Accessories > Video Games > Console Systems
15,318,Nintendo New 3DS XL Red by New Nintendo 3ds Xl - New Red,Electronics & Accessories > Video Games > Console Systems
16,318,New Nintendo Wii U WUP-015 Compatible Stylus Pens X 5 PCS Black,Electronics & Accessories > Video Games > Console Systems
17,318,BRENDO New Nintendo 3DS XL,Electronics & Accessories > Video Games > Console Systems
18,318,nintendo new 3ds xl red,Electronics & Accessories > Video Games > Console Systems
19,318,Xbox One 1TB Console : Rise of the Tomb Raider Bundle,Electronics & Accessories > Video Games > Console Systems
20,318,playstation 3 system slim 120gb,Electronics & Accessories > Video Games > Console Systems
21,318,Xbox One 1TB Console - Forza 6 Limited Edition Bundle,Electronics & Accessories > Video Games > Console Systems
22,318,Xbox One S 1TB Console - Gears of War 4 Bundle,Electronics & Accessories > Video Games > Console Systems
23,318,New Nintendo 3DS White,Electronics & Accessories > Video Games > Console Systems
24,318,500GB PlayStation 4 Console - Destiny: The Taken King Limited Edition Bundle,Electronics & Accessories > Video Games > Console Systems
25,318,Xbox One 500GB Console - EA Sports FIFA 16 Bundle,Electronics & Accessories > Video Games > Console Systems
26,318,skylanders giants blue nintendo wii console bundle pack,Electronics & Accessories > Video Games > Console Systems
27,318,microsoft xbox one 500gb halo the master chief collection bundle black,Electronics & Accessories > Video Games > Console Systems
28,318,sony playstation vita wifi crystal black,Electronics & Accessories > Video Games > Console Systems
29,318,sony playstation 3 250gb preowned black,Electronics & Accessories > Video Games > Console Systems
30,318,microsoft xbox 360 4gb console peggle 2 bundle black,Electronics & Accessories > Video Games > Console Systems
31,318,microsoft xbox one 1tb halo the master chief collection bundle black,Electronics & Accessories > Video Games > Console Systems
32,318,nintendo nintendo 2ds crimson red,Electronics & Accessories > Video Games > Console Systems
33,318,playstation vr worlds playstation 4,Electronics & Accessories > Video Games > Console Systems
34,318,sony playstation 3 500gb the last of us bundle,Electronics & Accessories > Video Games > Console Systems
35,318,sony playstation 3 12gb console disney infinity marvel super heroes 20 edition bundle,Electronics & Accessories > Video Games > Console Systems
36,318,xbox one 500gb name your game bundle,Electronics & Accessories > Video Games > Console Systems
37,318,nintendo new 3ds xl black,Electronics & Accessories > Video Games > Console Systems
38,318,microsoft xbox one s 1tb console madden nfl 17 bundle,Electronics & Accessories > Video Games > Console Systems
39,318,sony playstation 4 console limited edition uncharted 4 bundle gray blue with custom silk screened artwork,Electronics & Accessories > Video Games > Console Systems
40,318,nintendo nintendo 2ds crimson red 2 with mario kart 7 crimson red 2,Electronics & Accessories > Video Games > Console Systems
41,318,sony playstation 3 the last of us bundle 500gb,Electronics & Accessories > Video Games > Console Systems
42,318,wii u 32gb console super mario 3d world and nintendo land bundle - black,Electronics & Accessories > Video Games > Console Systems
43,318,nintendo 2ds electric blue console,Electronics & Accessories > Video Games > Console Systems
44,318,playstation® 4 star wars™ battlefront™ 500gb bundle preorder item,Electronics & Accessories > Video Games > Console Systems
45,318,"xbox one 1tb holiday bundle with gears of war: ultimate edition, rare replay, and ori and the blind forest",Electronics & Accessories > Video Games > Console Systems
46,318,500gb playstation 4 with free the last of us voucher,Electronics & Accessories > Video Games > Console Systems
47,318,xbox 360 250 gb console (xbox 360),Electronics & Accessories > Video Games > Console Systems
48,318,batman: arkham knight playstation 4 bundle - limited edition,Electronics & Accessories > Video Games > Console Systems
49,318,ps3 250gb console w/ uncharted 3 and 1-year playstation plus,Electronics & Accessories > Video Games > Console Systems
50,318,"xbox one 500gb kinect holiday console value bundle with dance central spotlight, kinect sports rivals, and zoo tycoon",Electronics & Accessories > Video Games > Console Systems
51,318,playstation 4 500gb console (ps4),Electronics & Accessories > Video Games > Console Systems
52,318,"nintendo 2ds handheld video game system, electric blue 1.6"" x 5.3"" x 8.3""",Electronics & Accessories > Video Games > Console Systems
53,318,"xbox one 1tb fallout 4 console bundle 6.9"" x 14.5"" x 12.6""",Electronics & Accessories > Video Games > Console Systems
54,318,"nintendo 2ds handheld video game system, crimson red 1.5"" x 5.3"" x 8.3"" 1.35",Electronics & Accessories > Video Games > Console Systems
55,318,"playstation 4 slim 500gb uncharted 4 bundle online only offer, *** gift card bundle is only available in-stores starting 6pm, thursday november 24th, quantities limited",Electronics & Accessories > Video Games > Console Systems
