,category_id,description,category_path
0,523,"vega one nutritional shake and bar variety pack, 4 count",Health & Beauty > Sports Nutrition > Protein
1,523,suzanne somers ultimate 5-piece snack bar & protein shake mix set,Health & Beauty > Sports Nutrition > Protein
2,523,suzanne somers protein shake mix & box of coconut chocolate snacks bars orange cream,Health & Beauty > Sports Nutrition > Protein
3,523,"vega sport performance protein powder, chocolate, 29.5oz",Health & Beauty > Sports Nutrition > Protein
4,523,autodelivery every- 60 days suzanne somers 5pc ultimate bar & protein shake mix bundle,Health & Beauty > Sports Nutrition > Protein
5,523,"vega one all in one nutritional shake tub, french vanilla, large, 29.2 ounce",Health & Beauty > Sports Nutrition > Protein
6,523,"Garden of Life RAW Organic Protein Vanilla, 631g Powder",Health & Beauty > Sports Nutrition > Protein
7,523,"cytosport muscle milk, chocolate, gluten free, 2.47 pound",Health & Beauty > Sports Nutrition > Protein
8,523,"cytosport muscle milk, cake batter, 2.47 pound",Health & Beauty > Sports Nutrition > Protein
9,523,suzanne somers protein shake mix & box of coconut chocolate snacks bars chocolate fudge,Health & Beauty > Sports Nutrition > Protein
10,523,"vega sport performance protein powder, vanilla, 29.2oz",Health & Beauty > Sports Nutrition > Protein
11,523,vega sport performance protein chocolate tub 29oz,Health & Beauty > Sports Nutrition > Protein
12,523,"Optimum Nutrition Gold Standard 100% Whey, Naturally Flavored Vanilla, 4.8 Pound",Health & Beauty > Sports Nutrition > Protein
13,523,"Isopure Low Carb Protein Powder, Dutch Chocolate, 3 Pounds",Health & Beauty > Sports Nutrition > Protein
14,523,vega sport performance protein vanilla tub 292 oz,Health & Beauty > Sports Nutrition > Protein
15,523,"Cytosport Genuine Muscle Milk Light Lean Muscle Protein Powder, Chocolate, 1.65-Pound Jar",Health & Beauty > Sports Nutrition > Protein
16,523,vega one nutritional shake and bar variety pack -- 4 pack,Health & Beauty > Sports Nutrition > Protein
17,523,suzanne somers protein shake mix & box of coconut chocolate snacks bars,Health & Beauty > Sports Nutrition > Protein
18,523,"cytosport muscle milk, vanilla creme, 4.94 pound container",Health & Beauty > Sports Nutrition > Protein
19,523,cytosport muscle milk,Health & Beauty > Sports Nutrition > Protein
20,523,"vega, one, all-in-one, bar & nutritional shake drink mixes, 4 pieces",Health & Beauty > Sports Nutrition > Protein
