,category_id,description,category_path
0,170,"7.1 Cubic Foot Chest Freezer, Black",Appliances > Freezers
1,170,"Igloo FRF110 Vertical Freezer, 1.1 cu. ft., White",Appliances > Freezers
2,170,"Danby DUFM032A1WDB 3.2 Cubic Feet Upright Freezer, White",Appliances > Freezers
3,170,GE 106 Cu Ft Chest Freezer White,Appliances > Freezers
4,170,Open Box - 20.7 CU FT UPRIGHT FREEZER,Appliances > Freezers
5,170,Frigidaire 215 Cu Ft Chest Freezer White,Appliances > Freezers
6,170,7CF CHEST FREEZER WHT,Appliances > Freezers
7,170,Igloo 72 Cu Ft Chest Freezer Seashell White,Appliances > Freezers
8,170,5.8CF UPRIGHT FREEZER WHT NS-UZ58WH6,Appliances > Freezers
9,170,Frigidaire 72 Cu Ft Chest Freezer White,Appliances > Freezers
10,170,"Midea 7 cu ft Chest Freezer, White",Appliances > Freezers
11,170,"Midea 3.5 cu ft Chest Freezer, White",Appliances > Freezers
12,170,"GE 5-cu-ft Chest Freezer, White",Appliances > Freezers
13,170,12512 15.6 cu. ft. Chest Freezer - White,Appliances > Freezers
14,170,5.8 cu. ft. Upright Freezer - White,Appliances > Freezers
15,170,21042 20.9 cu. ft. Upright Freezer - White,Appliances > Freezers
16,170,11.1 cu. ft. Kenmore Chest Freezer - White,Appliances > Freezers
17,170,8.8 cu. ft. Chest Freezer - White,Appliances > Freezers
18,170,7.4 cu. ft. Chest Freezer - White,Appliances > Freezers
19,170,Kenmore 13 cu. ft. Upright Freezer - White,Appliances > Freezers
20,170,Kenmore 8.8 cu. ft. Chest Freezer (1692),Appliances > Freezers
21,170,15.7 cu. ft. Frost Free Upright Freezer in White,Appliances > Freezers
22,170,20.6 cu. ft. Upright Freezer in White,Appliances > Freezers
23,170,15.69 cu. ft. Chest Freezer in White,Appliances > Freezers
24,170,5.3 cu. ft. Chest Freezer in White,Appliances > Freezers
25,170,Haier71CUFTChestFreezer,Appliances > Freezers
26,170,Midea 3.5 Cu. Ft. Chest Freezer WHS129C1,Appliances > Freezers
27,170,Haier 3.5 Cu. Ft. Chest Freezer with Removable Basket HF35CM23NW,Appliances > Freezers
28,170,"midea WHS-129C Single Door Chest Freezer, 3.5 Cubic Feet, White",Appliances > Freezers
