,category_id,description,category_path
0,377,spinach,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
1,377,ark foods long island green shishito pepper - (2oz),"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
2,377,Salad Dole Spinach Baby All Natural 6 OZ BAG,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
3,377,garlic bulb - 5 ct 5 ct pkg,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
4,377,mint,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
5,377,love beets balsamic infused beets - (6.5oz),"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
6,377,red-flesh dragon fruit,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
7,377,organic carrot sticks - (14oz),"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
8,377,dole salad baby spinach all natural 6 oz bag,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
9,377,sweet potato,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
10,377,"fresh pineapple, mango, and strawberry medley (8oz)","Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
11,377,garlic,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
12,377,Wild Ramps - (4oz),"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
13,377,0.25 lb jalape?o pepper - (16ct),"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
14,377,organic mint - (0.75oz),"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
15,377,express bake potatoh! microwave 8 oz ea,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
16,377,lettuce boston 1 head,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
17,377,dole salad spring mix all natural 5 oz bag,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
18,377,jalapeño pepper - (16ct),"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
19,377,"mint, organic - (0.75oz, organic)","Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
20,377,0.5 lb jalape?o pepper - (16ct),"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
21,377,Dole Salad Butter Bliss All Natural 6 OZ BAG,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
22,377,ocean mist farms fennel (12oz),"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
23,377,young ginger root - (4oz),"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
24,377,"mint - (0.75oz, organic)","Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
25,377,"fresh pineapple, blueberry, and strawberry medley - (8oz)","Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
26,377,dole salad arugula all natural 5 oz bag,"Grocery & Gourmet Food > Canned, Dry & Packaged Foods > Vegetables"
