,category_id,description,category_path
0,460,acuvue oasys left(os) visibility tint,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
1,460,acuvue oasys for astigmatism right(od),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
2,460,proclear 1-day 90 pack right(od),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
3,460,frequency 55 toric xr 6pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
4,460,acuvue oasys 12pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
5,460,air optix colors 2pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
6,460,dailies aquacomfort plus 90 pa,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
7,460,acuvue oasys 6pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
8,460,focus dailies 30 pack,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
9,460,frequency 55 aspheric 6pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
10,460,acuvue 2 6pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
11,460,dailies aquacmft pls mult 30pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
12,460,1-day acuvue moist 30pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
13,460,1-day acuvue moist astig 90pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
14,460,acuvue oasys for prsbypia 6pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
15,460,Dailies Total 1 30 pk Right(OD),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
16,460,SofLens Toric Right(OD),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
17,460,Focus DAILIES 90 Pack (Right),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
18,460,Proclear 1-Day 90 Pack (Left),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
19,460,Biotrue ONEday (90 pack) (Right),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
20,460,Biofinity Toric Contact Lens - 6 lenses per Box,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
21,460,SofLens Daily Disposables 90 Pk Contact Lenses - 90 ea,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
22,460,Acuvue Oasys 12Pk Contact Lens - 12 ea,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
23,460,acuvue oasys 24 pack right(od),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
24,460,1-day acuvue moist 90 pack right(od) visibility tint,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
25,460,air optix aqua multifocal right(od),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
26,460,proclear 1-day 90pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
27,460,1-day acuvue® 30 pack,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
28,460,acuvue® 2,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
29,460,purevision 2 hd for astigmatism,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
30,460,dailies total1 90pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
31,460,purevision,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
32,460,dailies total1 30 pack,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
33,460,air optix colors,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
34,460,biofinity,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
35,460,acuvue advance plus 24pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
36,460,acuvue oasys 12 pack,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
37,460,1 day acuvue moist 90 pack,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
38,460,SofLens Toric Left(OS),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
39,460,1-DAY ACUVUE MOIST 90 Pack (Right),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
40,460,ACUVUE OASYS 2-Week 24 Pack (Right),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
41,460,PureVision2 Contact Lens - 6 lenses per Box,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
42,460,DAILIES AquaComfort Plus Multifocal 30pk Contact Lens - 30 lenses per box,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
43,460,acuvue oasys 1-day 90 pack left(os),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
44,460,acuvue advance plus 6 pack right(od),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
45,460,acuvue advance left(os),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
46,460,acuvue oasys 6 pack left(os),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
47,460,dailies total 1 90 pack right(od),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
48,460,1-day acuvue moist for astigmatism 90 pack left(os),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
49,460,air optix aqua multifocal left(os),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
50,460,soflens 38 6pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
51,460,1-day acuvue® moist® 30 pack,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
52,460,1-day acuvue trueye 30 pack,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
53,460,focus dailies 90pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
54,460,1-day acuvue moist (90pk),Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
55,460,acuvue® oasys® for presbyopia,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
56,460,avaira toric,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
57,460,biomedics xc 6pk,Health & Beauty > Personal Care > Eye Care > Prescription Contact Lenses
