,category_id,description,category_path
0,879,"dreamline shdr-243407210-hfr-04 unidoor plus hinged half frosted glass shower door, 34-inch - 34-1/2-inch x 72-inch, brushed nickel finish",Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
1,879,Sterling by Music Man S.U.B. RAY5 5-String Electric Bass Guitar Walnut Satin,Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
2,879,VIGO Verona 42 x 42 Frameless Neo-Angle .375-in. Clear Glass/Chrome Hardware Shower Enclosure,Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
3,879,"Schluter K Line 32"" Bonding Shower Flange",Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
4,879,dreamline slimline 32 in x 60 in single threshold shower base right hand drain dlt1132602,Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
5,879,sterling plumbing 620611000 63inch shower base vikrell center drain white,Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
6,879,"pfister 960-038 avalon / marielle r89 / 808 series tub and shower wall flange, pvd brushed nickel",Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
7,879,portable shower arm safe-er-grip - portable shower arm safe-er-grip - 70456-070456-0 new,Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
8,879,"DreamLine SHDR-3234721-04 Linea Frameless Shower Door with Open Entry Design, 34"" x 72"", Brushed Nickel Finish",Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
9,879,Price Pfister 131820 Tub and Shower Rebuild Kit,Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
10,879,"schluter kerdi-band - 5"" x 33'",Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
11,879,"DreamLine Cornerview Framed Sliding Shower Enclosure, 36"" by 36"" Shower Base and QWALL-4 Shower Backwall Kit,",Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
12,879,"vigo vg6041chcl6074 60-inch frameless shower door 3/8"" clear/chrome hardware",Tools & Home Improvement > Kitchen & Bath Fixtures > Showers
