,category_id,description,category_path
0,1369,Men's 9 Pockets Work Utility Vest Military Photo Safari Travel Vest,Apparel & Accessories > Apparel > Vests > Other
1,1369,ML Kishigo 1515 Black Series Vest Lime Size Large,Apparel & Accessories > Apparel > Vests > Other
2,1369,ML Kishigo 3118 Polyester,Apparel & Accessories > Apparel > Vests > Other
3,1369,"Men's 9 Pockets Work Utility Vest Military Photo Safari Travel Vest (M, Charcoal)",Apparel & Accessories > Apparel > Vests > Other
4,1369,"Men's 9 Pockets Work Utility Vest Military Photo Safari Travel Vest (XS, Black)",Apparel & Accessories > Apparel > Vests > Other
5,1369,"Men's 9 Pockets Work Utility Vest Military Photo Safari Travel Vest (L, Charcoal)",Apparel & Accessories > Apparel > Vests > Other
6,1369,"SOLS Norway Unisex Anti-Pill Fleece Bodywarmer / Gilet Vest (XL (43-44"" Chest)) (Orange)",Apparel & Accessories > Apparel > Vests > Other
7,1369,women's puffer vest - heather gray l - c9 champion®,Apparel & Accessories > Apparel > Vests > Other
8,1369,women's puffer vest gray l,Apparel & Accessories > Apparel > Vests > Other
9,1369,women's puffer vest gray m - c9 by champion,Apparel & Accessories > Apparel > Vests > Other
10,1369,women's puffer vest; color: khaki/silvio; size: xxl,Apparel & Accessories > Apparel > Vests > Other
11,1369,women's puffer vest; color: khaki/silvio; size: xl,Apparel & Accessories > Apparel > Vests > Other
12,1369,women's puffer vest; color: white; size: xl,Apparel & Accessories > Apparel > Vests > Other
13,1369,lacoste: featherweight packable down vest navy blue m (eur 52),Apparel & Accessories > Apparel > Vests > Other
14,1369,girls 7-16 so® zip-up puffer vest sugar plum 10,Apparel & Accessories > Apparel > Vests > Other
15,1369,juniors' so® zip-up puffer vest baltimore blue x large,Apparel & Accessories > Apparel > Vests > Other
16,1369,girls 7-16 so® zip-up puffer vest pink plaid 10,Apparel & Accessories > Apparel > Vests > Other
17,1369,women's chaps packable down puffer vest black lrg av/reg,Apparel & Accessories > Apparel > Vests > Other
18,1369,"32 degrees heat ladies’ packable down vest - purple, small",Apparel & Accessories > Apparel > Vests > Other
19,1369,Women's Down Vest L SOFT CORAL ROSE PRINT,Apparel & Accessories > Apparel > Vests > Other
20,1369,Men Regular Down Vest RICH RED XXL,Apparel & Accessories > Apparel > Vests > Other
21,1369,Women's Regular Down Vest MARIANAS BLUE M,Apparel & Accessories > Apparel > Vests > Other
22,1369,Women's Regular Down Vest MARIANAS BLUE S,Apparel & Accessories > Apparel > Vests > Other
