,category_id,description,category_path
0,470,sony lcsu11 soft compact,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
1,470,Smart Care Brush Buddies 4 pk.Toothbrushes,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
2,470,colgate toothbrush premier classic clean medium (card of 14) health and beauty,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
3,470,"Colgate Enamel Health Sensitive Toothbrush, Extra Soft , 2 ct",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
4,470,"readybrush prepasted toothbrushes, fresh mint flavor - bag of 10 toothbrushes new",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
5,470,"oral-b 3d white action replacement toothbrush heads, 2 count health and beauty",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
6,470,"colgate kids twin pack toothbrush, dora the explorer",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
7,470,"oral-b pro-health stages avengers assemble(soft) 5-7 years, twin pack",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
8,470,norcho toothbrush toiletry,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
9,470,"colgate wisp mini-brush with freshening bead, peppermint, 16-count health and beauty",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
10,470,"RADIUS Original Right Hand Toothbrush, Soft Bristles, Assorted Colors (Pack",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
11,470,curvex toothbrush,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
12,470,10 Toothbrush Standard Classic Medium Soft Individually wrapped,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
13,470,platypus ortho toothbrush,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
14,470,Aquafresh Kids with Cap Toothbrush (Pack of 6),Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
15,470,justice league rotary toothbrush,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
16,470,Curaprox White Is Black 90ml + Toothbrush Ultra Soft,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
17,470,Weinisite Eco-Friendly Adult Soft Bristles Bamboo Toothbrush (Black *3),Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
18,470,"RADIUS Kidz Right Hand Toothbrush for 6 years +, Very Soft Bristles, Assorted",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
19,470,firefly flashing toothbrush batman 1 minute timer,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
20,470,preserve soft bristle adult toothbrush -- 6 per case.,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
21,470,preserve ultra soft bristle toothbrush -- 6 per case.,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
22,470,gum go-betweens proxabrush handle with refills,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
23,470,"colgate kids minions toothbrush, 2 count",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
24,470,"reach toothbrush, medium, full head #11 - (6 pack)",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
25,470,"gum microtip toothbrush - 475 compact, ultra soft 6-count",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
26,470,"oral-b pro-health stages disney princess manual kid's toothbrush, pack of 6 (packaging may vary)",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
27,470,Firefly Toothbrush Batman Flashing 1 Min Timer (2 Pack),Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
28,470,"colgate toothbrush, dora the explorer, extra soft, ages 2+, manual toothbrushes, (pack of 6)",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
29,470,bamboo toothbrush ?,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
30,470,Natural Bristle Toothbrush - Soft 1 toothbrush by C.O. Bigelow,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
31,470,mlb atlanta braves toothbrush,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
32,470,gum summit plus compact 505 soft toothbrush 3,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
33,470,"oral-b 3d white pulsar 35 medium manual toothbrush 1 count, (colors may vary)",Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
34,470,DiamondWhiteTM Toothbrush Head - 4-Pack - Order Today and Get an Extra Brush,Health & Beauty > Personal Care > Oral Hygiene > Manual Toothbrushes
