,category_id,description,category_path
0,1401,Dutchess Menstrual Cups Set,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
1,1401,Athena Menstrual Cup,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
2,1401,Skinco Menstrual Cup Soft Silicone Set - Best Feminine Reusable Period Moon Cups (set of 2) ( (L),Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
3,1401,lunette blue selene menstrual cup with feelbetter liquid wash 8.5oz - model 2,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
4,1401,Anigan EvaCup (Made in USA - FDA Registered) Rose - Menstrual Cup (Small) Fast Shipping,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
5,1401,sckooncup made in usa - soft and most advanced menstrual cup; alternative to tampons -wellness (large),Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
6,1401,"The Goddess Menstrual Cup - No Leaks, Less Cramps, More Comfort - A Reusable",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
7,1401,lunette menstrual cup purple cynthia - model 1 health and beauty,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
8,1401,LENA Feminine Hygiene Cup - Made in USA - FDA Registered - Small - Normal Menstrual Flow - Purple,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
9,1401,"Luna Cup Menstrual Cup, 1 Small Period Cup With 1 Carry Bag.",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
10,1401,soft cups reusable soft cup - 2 ct ( multi-pack),Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
11,1401,DivaCup Model Cup 1 Pre,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
12,1401,Sckoon Menstrual Cup Made in USA - Sckoon Period Cup Harmony (Small),Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
13,1401,Anigan EvaCup Blizzard Blue - Menstrual Cup (Large) Fast Shipping (US Patent Pending),Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
14,1401,"Menstrual Cup- With Free Storage Bag. Smart, Sustainable Choice! Eco-friendly, Slimline, Hygienic Design and the Most Comfortable Design on the Market",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
15,1401,SckoonCup ECOPAC Made in,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
16,1401,Anigan EvaCup Rose - Menstrual Cup (Small) Fast Shipping (US Patent Pending),Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
17,1401,"menstrual cup by cerene with free gift bag- easy insert, peace of mind performance and comfortable. be confident knowing you are doing your bit to red",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
18,1401,The Monzcare R-CUP Reusable Menstrual Cup Purple Size 1,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
19,1401,"2 Charlene Menstrual Cup with 2 Free Bags - (Just Launched) (large, Blue)",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
20,1401,Dutchess Menstrual Cups Set of 2 with Free Bag - No 1 Economical Feminine Alternative Protection for Cloth Sanitary Napkins - The Original Authentic Cups - Small Size,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
21,1401,Blossom Large Purple Menstrual Cup; Love It or Your Money Back! Get the Best Selling Menstrual Cups! - Large Purple,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
22,1401,Blossom Menstrual Cup; Love it or your Money Back! More Color choices (Large,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
23,1401,diva cup model 1 pre-childbirth,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
24,1401,INTIMINA Lily Cup - Menstrual Cup (Size B),Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
25,1401,divacup model 1 plus diva wash,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
26,1401,Lunette Feelbetter Menstrual Cup Cleanser,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
27,1401,"Cleo Cup Menstrual Cup - Light To Heavy Flow With Bag (1, Pink)",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
28,1401,sckooncup ecopac - sckoon menstrual cup - harmony-size 2,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
29,1401,Sckoon Menstrual Cup Made in USA- Sckooncup Meditation (Large),Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
30,1401,"Lunette Menstrual Cup, Clear, Model 2 for Medium to Heavy Flow, Natural Comfortable Clean Alternative to Tampons and Pads",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
31,1401,Lunette Menstrual Cup - Starter Kit - Coral Model 2 & Wipe,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
32,1401,"Blossom Large Blue Menstrual Cup; Love It or Your Money Back! Get the Best Selling Menstrual Cups! (Large, Blue)",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
33,1401,"Cleo Cup Menstrual Period Cup: Re-usable, Natural, Compact, 100% Medical Grade Silicone, BPA and Latex Free in",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
34,1401,Anigan EvaCup (Made in USA) - Cherry Blossom (Small) Menstrual Cup (US Patent Pending) Fast Shipping,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
35,1401,Blossom Menstrual Cups Are hands down best Menstrual Cups for Collecting Menstruation Flow Using Natural Silicone and Are more economical than Menstru,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
36,1401,Sckoon Menstrual Cup - Sckooncup Balance (Small) New,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
37,1401,SckoonCup ECOPAC FDA Registered - Made in USA plus Organic Cotton Pouch - Sckoon,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
38,1401,#1 menstrual cup moon cup,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
39,1401,the divacup model 1 - model 1,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
40,1401,model 1 the divacup,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
41,1401,divacup model 2 post childbirth -- 1 cup,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
42,1401,instead feminine protection cup-6 ct,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
43,1401,soft cup soft cup disposable - 6 pack,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
44,1401,sckooncup balance lilac sckooncup large,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
45,1401,lunette — purple menstrual cup small,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
46,1401,LENA Menstrual Cups - Made in USA - FDA Registered - Small & Large - Pink - Pack of 2 Menstrual Cups - A Better Period,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
47,1401,Small Clear Menstrual cup,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
48,1401,sckooncup ecopac made in usa - sckoon menstrual cup - clarity size 2,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
49,1401,the monzcare r-cup reusable menstrual cup cyan size 2,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
50,1401,Super Jennie Menstrual Cup,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
51,1401,"GladRags Moon Cup, Size A New",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
52,1401,sckooncup ecopac made in usa - sckoon menstrual cup - meditation size 1,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
53,1401,"Menstrual Cup - High Quality, Comfortable & Best Alternative for Collecting Menstruation Flow, Set of 2, Small and Large + FREE bag by Luna Cup",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
54,1401,LENA Menstrual Cups - Made in California - FDA Registered - Small & Large (,Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
55,1401,"Menstrual Cup Wash By Clean Cup150 Ml/ 5.5 Oz. With Free Wetbag! All-natural, Safe Plant Based Wash to Keep Your Menstrual Cup Fresh, Hygienic and Longlasting. Delicate Fragrance, Non-allergenic for Maximum Comfort and Freshness.",Health & Beauty > Personal Care > Feminine Care > Menstrual Cups
